,rank,username,article_link,date,views,creator_club_status,article_cat
143,144,dinesh8873,https://www.analyticsvidhya.com/blog/2021/07/a-guide-to-monte-carlo-simulation/,2021-07-26,1231,0,"Algorithm,Beginner,Data Science,Probability,Python,Statistics"
144,145,subramanian8,https://www.analyticsvidhya.com/blog/2021/07/an-intuitive-way-to-understand-gradient-descent-with-some-python-code/,2021-07-17,1181,0,"Beginner,Data Science,Machine Learning,Python"
145,146,sarojag,https://www.analyticsvidhya.com/blog/2021/07/process-mining-and-algorithms-an-introduction/,2021-07-10,1152,0,"Algorithm,Beginner,Data Science,Libraries,Programming,Python"
146,147,Siddharth1698,https://www.analyticsvidhya.com/blog/2021/08/predict-the-next-word-of-your-text-using-long-short-term-memory-lstm/,2021-08-17,1145,1,"Advanced,Data Science,NLP,Project,Python"
147,148,shubh_123,https://www.analyticsvidhya.com/blog/2021/07/recommendation-system-understanding-the-basic-concepts/,2021-07-13,1134,0,"Artificial Intelligence,Beginner,Machine Learning,Recommendation"
148,149,grey_197,https://www.analyticsvidhya.com/blog/2021/08/creating-continuous-action-bot-using-deep-reinforcement-learning/,2021-08-14,1124,0,"Advanced,Artificial Intelligence,Deep Learning,Python,Reinforcement Learning,Unsupervised"
149,150,pritesh1,https://www.analyticsvidhya.com/blog/2021/07/understanding-rnn-step-by-step-with-pytorch/,2021-07-17,1096,0,"Deep Learning,Intermediate,Python,PyTorch"
150,151,mimi6,https://www.analyticsvidhya.com/blog/2021/07/word2vec-for-word-embeddings-a-beginners-guide/,2021-07-13,1093,1,"Beginner,NLP,Python,Text,Word Embeddings"
151,152,ashish@choudhary,https://www.analyticsvidhya.com/blog/2021/07/topic-extraction-from-pm-modi-speech/,2021-07-10,1073,1,"Beginner,Machine Learning,NLP,Python,Text,Topic Modeling"
152,153,t.suri243@gmail.com,https://www.analyticsvidhya.com/blog/2021/07/customer-segmentation-using-rfm-analysis/,2021-07-13,1063,0,"Intermediate,Project,Python,SQL,Structured Data,Use Cases"
153,154,kavita65,https://www.analyticsvidhya.com/blog/2021/08/a-beginners-guide-to-statistics-for-machine-learning/,2021-08-10,1055,1,"Beginner,Data Exploration,Data Science,Machine Learning,Statistics"
154,155,premanand17,https://www.analyticsvidhya.com/blog/2021/07/artificial-neural-network-simplified-with-1-d-ecg-biomedical-data/,2021-07-19,1017,1,"Deep Learning,Intermediate,Project,Python,Structured Data,Supervised"
155,156,Hardikkumar,https://www.analyticsvidhya.com/blog/2021/07/performing-sentiment-analysis-with-naive-bayes-classifier/,2021-07-13,999,1,"Beginner,Classification,Machine Learning,Project,Python"
156,157,mimi6,https://www.analyticsvidhya.com/blog/2021/07/fuzzy-string-matching-a-hands-on-guide/,2021-07-15,969,1,"Beginner,Libraries,Python,Text"
157,158,deepanshi6,https://www.analyticsvidhya.com/blog/2021/08/implementing-artificial-neural-network-on-unstructured-data/,2021-08-07,966,1,"Advanced,Deep Learning,Image,Image Analysis,Project,Python,Structured Data,Supervised"
158,159,sarvagyaagrawal,https://www.analyticsvidhya.com/blog/2021/08/image-processing-in-python-the-computer-vision-techniques/,2021-08-11,946,1,"Beginner,Computer Vision,Data Science,Image,Libraries,Python,Unstructured Data"
159,160,vennela28,https://www.analyticsvidhya.com/blog/2021/07/a-simple-guide-to-hypothesis-testing-for-dummies/,2021-07-28,928,0,"Beginner,Maths,Statistics"
160,160,chirag676,https://www.analyticsvidhya.com/blog/2021/07/demystifying-the-difference-between-multi-class-and-multi-label-classification-problem-statements-in-deep-learning/,2021-07-20,927,1,"Beginner,Classification,Deep Learning,Machine Learning"
161,161,keerthz,https://www.analyticsvidhya.com/blog/2021/07/abc-of-time-series-forecasting/,2021-07-23,926,1,"Beginner,Data Science,R,Time Series Forecasting"
162,163,bhanu_37,https://www.analyticsvidhya.com/blog/2021/07/empirical-rule-in-gaussian-distribution-or-normal-distribution-in-probability-and-statistics/,2021-07-31,874,0,"Beginner,Statistics"
163,164,Srivignesh_R,https://www.analyticsvidhya.com/blog/2021/08/univariate-time-series-anomaly-detection-using-arima-model/,2021-08-09,849,1,"Data Science,Intermediate,Machine Learning,Project,Python,Time Series"
164,165,kshitij784,https://www.analyticsvidhya.com/blog/2021/08/computer-vision-and-how-it-is-shaping-the-world-around-us/,2021-08-19,847,0,"Beginner,Computer Vision"
165,166,prateekmaj21,https://www.analyticsvidhya.com/blog/2021/08/what-is-relational-about-relational-databases/,2021-08-14,844,1,"Beginner,Data Engineering,Project,SQL"
166,167,sanjay.dasgupta@gmail.com,https://www.analyticsvidhya.com/blog/2021/07/how-to-use-machine-learning-on-microcontroller-devices/,2021-07-28,837,0,"Algorithm,Intermediate,Machine Learning,Project,Python,Structured Data,Supervised,Technique"
167,168,deepanshi6,https://www.analyticsvidhya.com/blog/2021/08/beginners-guide-to-convolutional-neural-network-with-implementation-in-python/,2021-08-14,826,1,"Advanced,Computer Vision,Deep Learning,Image,Image Analysis,Project,Python,Structured Data"
168,169,sethneha,https://www.analyticsvidhya.com/blog/2021/07/introduction-to-audio-classification-emergency-vs-nonemergency-vehicle/,2021-07-12,823,1,"Advanced,Audio Processing,Classification,Deep Learning,Project,Python,Supervised,Unstructured Data"
169,170,mrinal41,https://www.analyticsvidhya.com/blog/2021/07/colour-quantization-using-k-means-clustering-and-opencv/,2021-07-09,819,1,"Clustering,Computer Vision,Image,Intermediate,Project,Python"
170,171,shivani46,https://www.analyticsvidhya.com/blog/2021/08/how-to-convert-string-to-hexadecimal-format-in-python/,2021-08-17,812,1,"Beginner,Programming,Python"
171,172,soumya.ranjan,https://www.analyticsvidhya.com/blog/2021/07/understanding-sequential-vs-functional-api-in-keras/,2021-07-13,789,0,"Advanced,Deep Learning,Interviews,Libraries,Python"
172,172,Idowuilekura,https://www.analyticsvidhya.com/blog/2021/08/mathematical-modelling-modelling-the-spread-of-diseases-with-sird-model/,2021-08-10,788,0,"Advanced,Machine Learning,Maths,Project,Python"
173,174,deej,https://www.analyticsvidhya.com/blog/2021/07/getting-started-with-snowflake-data-platform/,2021-07-08,782,1,"Advanced,Data Engineering,Project,Python"
174,174,deej,https://www.analyticsvidhya.com/blog/2021/07/demystifying-stages-in-snowflake/,2021-07-20,782,1,"Advanced,AWS,Big data,Data Engineering,Project,Technique"
175,176,kaustubh1828,https://www.analyticsvidhya.com/blog/2021/07/everything-you-need-to-know-about-pandasgui/,2021-07-19,763,1,"Beginner,Libraries,Machine Learning,Pandas,Python"
176,177,puranjay2,https://www.analyticsvidhya.com/blog/2021/07/harry-potters-invisible-cloak-using-opencv-python/,2021-07-20,754,0,"Advanced,Computer Vision,Image,Image Analysis,Project,Python,Unsupervised,Use Cases,Videos"
177,178,harsh_dhamecha,https://www.analyticsvidhya.com/blog/2021/07/5-python-tips-you-must-know-to-write-better-and-shorter-code/,2021-07-12,739,1,"Beginner,Programming,Python"
178,179,kashish1,https://www.analyticsvidhya.com/blog/2021/07/construct-various-types-of-bar-race-charts-with-plotly/,2021-07-29,732,1,"Beginner,Data Visualization,Libraries,Project,Python,Structured Data"
179,180,neha30,https://www.analyticsvidhya.com/blog/2021/08/vector-autoregressive-model-in-python/,2021-08-09,701,0,"Beginner,Data Science,Machine Learning,Python,Time Series Forecasting"
180,181,Siddharth1698,https://www.analyticsvidhya.com/blog/2021/07/feature-extraction-and-embeddings-in-nlp-a-beginners-guide-to-understand-natural-language-processing/,2021-07-20,698,1,"Advanced,NLP,Text"
181,182,chirag676,https://www.analyticsvidhya.com/blog/2021/07/data-leakage-and-its-effect-on-the-performance-of-an-ml-model/,2021-07-23,692,1,"Beginner,Core ML,Data Science,Machine Learning"
182,183,snehal_bm,https://www.analyticsvidhya.com/blog/2021/08/holt-winters-method-for-time-series-analysis/,2021-08-03,689,1,"Algorithm,Intermediate,Python,Structured Data,Supervised,Time Series Forecasting"
183,184,Siddharth1698,https://www.analyticsvidhya.com/blog/2021/07/heart-disease-prediction-using-knn-the-k-nearest-neighbours-algorithm/,2021-07-10,679,1,"Algorithm,Beginner,Classification,Data Science,Machine Learning,Python,Structured Data"
184,185,kingabzpro,https://www.analyticsvidhya.com/blog/2021/07/creating-data-science-python-package-using-jupyter-notebook/,2021-07-30,675,1,"Data Science,Intermediate,Programming,Python"
185,185,saloni1519,https://www.analyticsvidhya.com/blog/2021/07/credit-card-fraud-detection-using-gated-recurrent-unit/,2021-07-27,675,0,"Advanced,Deep Learning,Project,Python,Structured Data,Supervised"
186,187,nilabhnishchhal,https://www.analyticsvidhya.com/blog/2021/07/6-most-useful-sql-window-functions-you-should-definitely-know-about/,2021-07-15,666,1,"Beginner,Data Exploration,Data Science,SQL"
187,188,destoyer-byte,https://www.analyticsvidhya.com/blog/2021/07/an-introduction-to-computer-vision-with-opencv/,2021-07-16,661,1,"Beginner,Computer Vision,Libraries,Machine Learning"
188,189,agrawal@71,https://www.analyticsvidhya.com/blog/2021/07/all-you-need-to-know-about-polynomial-regression/,2021-07-09,659,1,"Intermediate,Machine Learning,Project,Python,Regression,Structured Data,Supervised,Technique"
189,190,kajal56,https://www.analyticsvidhya.com/blog/2021/07/players-selling-price-prediction-in-ipl-lets-see-if-machine-learning-can-help/,2021-07-25,648,1,"Beginner,Data Science,Machine Learning,Python,Regression,Structured Data"
190,191,snehal_bm,https://www.analyticsvidhya.com/blog/2021/07/introduction-to-time-series-modeling-with-arima/,2021-07-13,638,1,"Algorithm,Beginner,Data Science,Machine Learning,Python,Time Series Forecasting"
191,191,kajal56,https://www.analyticsvidhya.com/blog/2021/07/data-visualization-a-useful-tool-to-explore-data/,2021-07-08,637,1,"Beginner,Data Exploration,Data Visualization,Python"
192,193,akashsky1313@gmail.com,https://www.analyticsvidhya.com/blog/2021/07/python-generators-and-iterators-in-2-minutes-for-data-science-beginners/,2021-07-15,624,1,"Beginner,Programming,Python,Technique"
193,194,chirag676,https://www.analyticsvidhya.com/blog/2021/07/lets-unfold-the-mystery-of-different-probability-distributions/,2021-07-22,609,1,"Beginner,Probability,Programming,Python,Statistics,Structured Data"
194,194,chirag676,https://www.analyticsvidhya.com/blog/2021/07/practicing-your-deep-learning-skills-a-hands-on-project-with-keras/,2021-07-27,609,1,"Deep Learning,Image,Intermediate,Python,Unstructured Data"
195,194,Hardikkumar,https://www.analyticsvidhya.com/blog/2021/07/svm-and-pca-tutorial-for-beginners/,2021-07-09,609,1,"Beginner,Classification,Machine Learning,Python"
196,197,Prajagopal,https://www.analyticsvidhya.com/blog/2021/07/beginners-guide-to-cluster-analysis-of-stock-returns/,2021-07-27,605,0,"Algorithm,Beginner,Classification,Clustering,Machine Learning,Project,R,Structured Data,Unsupervised"
197,198,dmoonat,https://www.analyticsvidhya.com/blog/2021/07/a-step-by-step-guide-to-create-a-ci-cd-pipeline-with-aws-services/,2021-07-15,603,1,"Advanced,AWS,Cloud Computing,Machine Learning,Model Deployment,Programming,Project"
198,199,jyothi56,https://www.analyticsvidhya.com/blog/2021/07/build-sketches-from-photographs-using-opencv/,2021-07-08,599,0,"Advanced,Computer Vision,Image,Image Analysis,Libraries,Programming,Python,Regression,Technique,Unsupervised"
199,200,mayurbadole2407,https://www.analyticsvidhya.com/blog/2021/08/how-knn-uses-distance-measures/,2021-08-06,576,1,"Algorithm,Beginner,Data Science,Machine Learning,Python"
200,200,kashish1,https://www.analyticsvidhya.com/blog/2021/07/performing-sentiment-analysis-using-twitter-data/,2021-07-15,576,1,"Beginner,NLP,Python,Text,Unstructured Data"
201,202,destoyer-byte,https://www.analyticsvidhya.com/blog/2021/07/advanced-opencv-numpy-operations-cropping-copying-and-pasting/,2021-07-28,574,1,"Advanced,Computer Vision,Image,Image Analysis,Libraries,Project,Python"
202,203,mrinal41,https://www.analyticsvidhya.com/blog/2021/07/top-4-features-to-learn-about-python-3-9/,2021-07-15,571,1,"Beginner,Programming,Python"
203,204,ajay_vardhan,https://www.analyticsvidhya.com/blog/2021/07/getting-started-with-nlp-using-nltk-library/,2021-07-30,569,0,"Advanced,Libraries,NLP,Project,Python,Text,Unsupervised"
204,205,deepanshi6,https://www.analyticsvidhya.com/blog/2021/08/easy-hyperparameter-tuning-in-neural-networks-using-keras-tuner/,2021-08-14,566,1,"Advanced,Deep Learning,Machine Learning,Project,Python,Structured Data"
205,206,ashwini10,https://www.analyticsvidhya.com/blog/2021/08/a-quick-guide-to-error-analysis-for-machine-learning-classification-models/,2021-08-16,562,0,"Classification,Intermediate,Machine Learning,Project,Python,Structured Data,Supervised"
206,206,Siddharth1698,https://www.analyticsvidhya.com/blog/2021/07/lets-understand-the-problems-with-recurrent-neural-networks/,2021-07-10,562,1,"Advanced,Deep Learning,Unstructured Data"
207,208,parth897,https://www.analyticsvidhya.com/blog/2021/07/understanding-face-recognition-using-lbph-algorithm/,2021-07-12,558,0,"Advanced,Computer Vision,Project,Python,Unsupervised"
208,208,harikabonthu96,https://www.analyticsvidhya.com/blog/2021/07/probability-types-of-probability-distribution-functions/,2021-07-30,557,1,"Beginner,Probability,Structured Data"
209,210,shakhadri313,https://www.analyticsvidhya.com/blog/2021/07/deep-convolutional-generative-adversarial-network-dcgan-for-beginners/,2021-07-07,555,1,"Advanced,Computer Vision,Image,Image Analysis,Project,Python"
210,211,shubh_123,https://www.analyticsvidhya.com/blog/2021/07/understanding-the-basics-of-artificial-neural-network-ann/,2021-07-19,553,0,"Advanced,Deep Learning,Project,Python,Structured Data"
211,212,pinak4,https://www.analyticsvidhya.com/blog/2021/07/all-the-basics-to-begin-with-python-lists/,2021-07-13,551,1,"Beginner,Programming,Python"
212,213,karanpradhan266,https://www.analyticsvidhya.com/blog/2021/07/visualizing-netflix-data-using-python/,2021-07-20,549,1,"Beginner,Data Visualization,Libraries,Python"
213,213,kingabzpro,https://www.analyticsvidhya.com/blog/2021/08/training-bert-text-classifier-on-tensor-processing-unit-tpu/,2021-08-04,549,1,"Advanced,NLP,Project,Python,Structured Data,Text"
214,213,mayurbadole2407,https://www.analyticsvidhya.com/blog/2021/07/mathematics-behind-principle-component-analysis-in-statistics/,2021-07-27,548,1,"Intermediate,Maths,Statistics"
215,216,snehal_bm,https://www.analyticsvidhya.com/blog/2021/07/how-to-treat-outliers-in-a-data-set/,2021-07-08,543,1,"Beginner,Data Exploration,Machine Learning,Project,Python,Structured Data,Technique"
216,216,shreyash65,https://www.analyticsvidhya.com/blog/2021/07/know-about-apache-spark-using-pyspark-for-data-engineering/,2021-07-12,542,0,"Beginner,Data Engineering,Python,Spark"
217,218,sidvohra95@live.com,https://www.analyticsvidhya.com/blog/2021/07/bring-machine-learning-models-to-life-using-flask-and-flasgger/,2021-07-20,540,0,"Advanced,Data Science,Libraries,MLops,Python"
218,218,kingabzpro,https://www.analyticsvidhya.com/blog/2021/07/julia-a-new-age-of-data-science/,2021-07-30,539,1,"Beginner,Data Exploration,Data Science,Julia,Machine Learning,Programming"
219,220,nura94,https://www.analyticsvidhya.com/blog/2021/08/hands-on-stock-price-time-series-forecasting-using-deep-convolutional-networks/,2021-08-19,529,0,"Advanced,Deep Learning,Project,Python,Stock Trading,Technique,Time Series Forecasting"
220,220,prateekmaj21,https://www.analyticsvidhya.com/blog/2021/07/an-interesting-opencv-application-creating-filters-like-instagram-and-picsart/,2021-07-14,528,1,"Beginner,Computer Vision,Image,Libraries,Python"
221,222,Srivignesh_R,https://www.analyticsvidhya.com/blog/2021/08/multivariate-time-series-anomaly-detection-using-var-model/,2021-08-10,520,1,"Intermediate,Machine Learning,Python,Time Series"
222,223,nilanjan6182121,https://www.analyticsvidhya.com/blog/2021/07/indexing-in-natural-language-processing-for-information-retrieval/,2021-07-08,517,0,"Advanced,NLP,Project,Python,Text,Unstructured Data"
223,224,dulari,https://www.analyticsvidhya.com/blog/2021/08/implementing-convolution-as-an-image-filter-using-opencv/,2021-08-08,514,0,"Beginner,Computer Vision,Image,Libraries,Python"
224,225,shivani46,https://www.analyticsvidhya.com/blog/2021/07/game-up-with-openai-gym-reinforcement-learning/,2021-07-20,509,1,"Advanced,Libraries,Project,Python,Reinforcement Learning"
225,226,keerthika7,https://www.analyticsvidhya.com/blog/2021/08/data-visualization-what-is-this-and-why-it-matters/,2021-08-01,507,0,"Beginner,Data Exploration,Data Visualization,Python,Structured Data"
226,226,swati009,https://www.analyticsvidhya.com/blog/2021/07/classification-of-handwritten-digits-using-cnn/,2021-07-12,507,0,"Beginner,Computer Vision,Deep Learning,Image,Project,Python,Unstructured Data"
227,226,rajdeep4,https://www.analyticsvidhya.com/blog/2021/07/understanding-the-what-and-why-of-gradient-descent/,2021-07-30,507,0,"Beginner,Data Science,Machine Learning,Maths,Python"
228,229,kudokhang,https://www.analyticsvidhya.com/blog/2021/08/create-an-interesting-application-filter-like-facebook-with-opencv/,2021-08-04,497,0,"Advanced,Computer Vision,Image,Libraries,Python"
229,229,Hardikkumar,https://www.analyticsvidhya.com/blog/2021/07/stock-market-forecasting-using-time-series-analysis-with-arima-model/,2021-07-18,496,1,"Beginner,Data Science,Machine Learning,Project,Python,Time Series"
230,230,akashsky1313@gmail.com,https://www.analyticsvidhya.com/blog/2021/07/python-map-reduce-filter-in-2-minutes-for-data-science-beginners/,2021-07-18,495,1,"Beginner,Programming,Python"
231,232,lavanya@99,https://www.analyticsvidhya.com/blog/2021/07/face-key-point-recognition-using-cnn/,2021-07-15,483,1,"Advanced,Computer Vision,Deep Learning,Programming,Project,Python,Unstructured Data"
232,233,snehal_bm,https://www.analyticsvidhya.com/blog/2021/07/an-introduction-to-linear-regression/,2021-07-20,469,1,"Beginner,Data Science,Linear Regression,Machine Learning,Python"
233,234,premanand17,https://www.analyticsvidhya.com/blog/2021/07/convolution-neural-network-the-base-for-many-deep-learning-algorithms-cnn-illustrated-by-1-d-ecg-signal-physionet/,2021-07-27,466,1,"Advanced,Computer Vision,Deep Learning,Image,Image Analysis,Project,Python,Structured Data,Web Analytics"
234,235,dhanya_thailappan,https://www.analyticsvidhya.com/blog/2021/08/an-introduction-to-apache-pig-for-absolute-beginners/,2021-08-08,463,1,"Beginner,Big data,Data Engineering,Hadoop,PIG"
235,236,ssonia,https://www.analyticsvidhya.com/blog/2021/07/parkinson-disease-onset-detection-using-machine-learning/,2021-07-19,460,1,"Beginner,Machine Learning,Project,Python,Structured Data"
236,236,ashams4,https://www.analyticsvidhya.com/blog/2021/07/building-a-classification-model-and-making-predictions-using-google-automl-and-bigquery/,2021-07-08,460,0,"Advanced,Automl,Classification,Cloud Computing,Data Science,Project,Python"
237,238,shivani46,https://www.analyticsvidhya.com/blog/2021/08/edge-contour-detection-an-application-of-computer-vision/,2021-08-05,456,1,"Advanced,Computer Vision,Image,Image Analysis,Project,Python,Structured Data,Unsupervised"
238,239,chockz21,https://www.analyticsvidhya.com/blog/2021/07/ai-vs-ml-vs-dl-lets-understand-the-difference/,2021-07-07,448,0,"Artificial Intelligence,Beginner,Data Science,Deep Learning,Machine Learning"
239,240,Hardikkumar,https://www.analyticsvidhya.com/blog/2021/07/eda-exploratory-data-analysis-using-python-pandas-and-sql/,2021-07-18,412,1,"Beginner,Data Exploration,Pandas,Python,SQL"
240,241,nithyashree3,https://www.analyticsvidhya.com/blog/2021/07/step-by-step-guide-for-image-classification-on-custom-datasets/,2021-07-19,408,0,"Advanced,Classification,Computer Vision,Image,Image Analysis,Project,Python,Structured Data"
241,242,Siddharth1698,https://www.analyticsvidhya.com/blog/2021/08/understanding-bar-plots-in-python-beginners-guide-to-data-visualization/,2021-08-08,403,1,"Beginner,Data Exploration,Data Visualization,Project,Python"
242,242,shivani46,https://www.analyticsvidhya.com/blog/2021/08/voice-assistant-an-application-of-nlp/,2021-08-10,403,1,"Intermediate,Programming,Project,Python"
243,244,deepanshi6,https://www.analyticsvidhya.com/blog/2021/08/developing-an-image-classification-model-using-cnn/,2021-08-17,399,1,"Beginner,Computer Vision,Project,Python,Supervised,Unstructured Data"
244,245,vishwanathk,https://www.analyticsvidhya.com/blog/2021/07/what-are-the-odds-and-odd-ratios-that-you-know-about-the-odds/,2021-07-16,397,0,"Beginner,Probability,Statistics"
245,246,ayush3987,https://www.analyticsvidhya.com/blog/2021/08/image-classification-using-cnn-understanding-computer-vision/,2021-08-02,385,1,"Computer Vision,Data Science,Image,Intermediate,Python,Unstructured Data"
246,247,keerthz,https://www.analyticsvidhya.com/blog/2021/07/lets-understand-how-does-a-chatbot-work/,2021-07-15,382,1,"Advanced,Artificial Intelligence,conversational AI,Machine Learning,NLP,Unstructured Data,Unsupervised"
247,248,ayush3987,https://www.analyticsvidhya.com/blog/2021/08/hyperparameter-tuning-of-neural-networks-using-keras-tuner/,2021-08-05,380,1,"Advanced,Deep Learning,Project,Python,Structured Data"
248,249,harikabonthu96,https://www.analyticsvidhya.com/blog/2021/07/how-to-watermark-images-using-opencv/,2021-07-26,359,1,"Advanced,Computer Vision,Image,Image Analysis,Project,Python,Unsupervised"
249,250,hitheesh,https://www.analyticsvidhya.com/blog/2021/07/speech-emotions-recognition-with-convolutional-neural-networks/,2021-07-14,352,0,"Advanced,Artificial Intelligence,Classification,Deep Learning,Project,Python,Unstructured Data"
250,251,andre.kuniyoshi,https://www.analyticsvidhya.com/blog/2021/07/how-to-analyse-air-pollution-using-python/,2021-07-20,344,0,"Intermediate,Machine Learning,Project,Python,Time Series Forecasting"
251,251,Abhiraj Suresh,https://www.analyticsvidhya.com/blog/2021/07/the-biggest-data-science-blogathon-prizes-worth-inr-4-lakh/,2021-07-22,343,0,"Analytics Vidhya,Announcement"
252,252,dmoonat,https://www.analyticsvidhya.com/blog/2021/08/a-step-by-step-guide-to-create-a-ci-cd-pipeline-with-google-cloud-services/,2021-08-01,342,1,"Advanced,Cloud Computing"
253,254,mohammadAhmad,https://www.analyticsvidhya.com/blog/2021/07/mlrun-introduction-to-mlops-framework/,2021-07-13,319,1,"Advanced,Data Science,Libraries,Machine Learning,MLops,Python"
254,255,eugeniaring,https://www.analyticsvidhya.com/blog/2021/08/a-friendly-guide-to-nlp-text-pre-processing-with-python-example/,2021-08-19,315,1,"Advanced,NLP,Pandas,Python,Text,Unstructured Data"
255,256,akashsky1313@gmail.com,https://www.analyticsvidhya.com/blog/2021/07/data-science-with-pandas-2-minutes-guide-to-key-concepts/,2021-07-14,313,1,"Beginner,Data Science,Libraries,Programming,Python"
256,257,mimi6,https://www.analyticsvidhya.com/blog/2021/07/bag-of-words-vs-tfidf-vectorization-a-hands-on-tutorial/,2021-07-14,311,1,"Beginner,Machine Learning,NLP,python,Text"
257,258,ssonia,https://www.analyticsvidhya.com/blog/2021/07/introduction-to-time-series-and-forecasting-by-arima-model/,2021-07-15,305,1,"Beginner,Data Science,Datetime,Machine Learning,Python,Time Series Forecasting"
258,259,karanpradhan266,https://www.analyticsvidhya.com/blog/2021/07/pythons-collections-module-every-developer-should-know/,2021-07-22,303,1,"Beginner,Programming,Python"
259,260,sumeet51,https://www.analyticsvidhya.com/blog/2021/07/metrics-to-evaluate-your-classification-model-to-take-the-right-decisions/,2021-07-20,301,0,"Beginner,Classification,Maths,Statistics"
260,261,akilaram,https://www.analyticsvidhya.com/blog/2021/07/get-started-with-statistics-for-data-science/,2021-07-22,299,1,"Beginner,Maths,Probability,Statistics"
261,262,rupsha,https://www.analyticsvidhya.com/blog/2021/07/detecting-face-masks-using-transfer-learning-and-pytorch/,2021-07-30,296,0,Advanced
262,263,ayush417,https://www.analyticsvidhya.com/blog/2021/08/build-your-first-visualizer-tool-using-opencv/,2021-08-11,288,0,"Computer Vision,Intermediate,Libraries,Programming,Project,python"
263,264,Arnab1408,https://www.analyticsvidhya.com/blog/2021/08/complete-guide-to-use-loop-xrange-and-generator-functions-in-python/,2021-08-18,285,1,"Beginner,Programming,Python"
264,265,shilpijs,https://www.analyticsvidhya.com/blog/2021/08/text-preprocessing-in-python-getting-started-with-nlp/,2021-08-11,275,0,"Beginner,Data Science,NLP,Python,Text"
265,266,eugeniaring,https://www.analyticsvidhya.com/blog/2021/08/a-friendly-guide-to-nlp-bag-of-words-with-python-example/,2021-08-19,272,1,"Advanced,NLP,Project,Python,Text,Unstructured Data"
266,267,Srivignesh_R,https://www.analyticsvidhya.com/blog/2021/08/a-walk-through-of-regression-analysis-using-artificial-neural-networks-in-tensorflow/,2021-08-16,265,1,"Intermediate,Libraries,Project,Python,Regression,Structured Data,Supervised"
267,268,saptarshi41,https://www.analyticsvidhya.com/blog/2021/08/deep-learning-in-health-care-a-ray-of-hope-in-the-complex-medical-world/,2021-08-09,249,1,"Advanced,Computer Vision,Data Science,Deep Learning,Healthcare,Use Cases"
268,268,amruta99,https://www.analyticsvidhya.com/blog/2021/07/a-beginners-guide-to-database-part-1/,2021-07-07,248,1,"Beginner,Data Engineering,Database"
269,268,hansheng0512,https://www.analyticsvidhya.com/blog/2021/07/ffmpeg-your-powerful-video-audio-helper-in-your-application/,2021-07-19,248,0,"Advanced,Computer Vision,Project,Videos"
270,271,kingabzpro,https://www.analyticsvidhya.com/blog/2021/08/malawi-news-classification-an-nlp-project/,2021-08-11,241,1,"Beginner,Classification,Data Science,Machine Learning,NLP,Project,Python,Text"
271,272,srijansharma,https://www.analyticsvidhya.com/blog/2021/08/performing-data-cleaning-and-feature-engineering-with-r/,2021-08-02,239,0,"Beginner,Data Cleaning,Data Science,Project,R"
272,273,swethanair,https://www.analyticsvidhya.com/blog/2021/07/a-comprehensive-guide-to-sklearn-part-1-overview-of-the-package/,2021-07-16,233,0,"Beginner,Libraries,Machine Learning,Python"
273,274,harsh1092,https://www.analyticsvidhya.com/blog/2021/08/quick-hacks-to-save-machine-learning-model-using-pickle-and-joblib/,2021-08-18,208,0,"Advanced,Libraries,Machine Learning,Project,Python,Structured Data,Supervised"
274,274,destoyer-byte,https://www.analyticsvidhya.com/blog/2021/07/beginners-guide-to-python-opencv-operation-rotation/,2021-07-27,207,1,"Advanced,Computer Vision,Image,Image Analysis,Libraries"
275,276,shruti1399,https://www.analyticsvidhya.com/blog/2021/07/beginners-guide-to-cloud-based-tourism-management-system/,2021-07-19,201,0,"Cloud Computing,Data Engineering,Database,Project,SQL"
276,277,saniyaK18,https://www.analyticsvidhya.com/blog/2021/07/image-classification-project-to-kickstart-your-deep-learning-journey/,2021-07-20,192,0,"Classification,Deep Learning,Image,Intermediate,Project,Supervised"
277,278,saptarshi41,https://www.analyticsvidhya.com/blog/2021/07/gearing-up-to-dive-into-mariana-trench-of-deep-learning/,2021-07-27,185,1,"Advanced,Deep Learning,Project,Python,Structured Data"
278,279,parul286,https://www.analyticsvidhya.com/blog/2021/08/creating-customized-word-cloud-in-python/,2021-08-15,172,0,"Beginner,Data Visualization,Structured Data,Text"
279,280,ashish0765,https://www.analyticsvidhya.com/blog/2021/07/classifying-sexual-harassment-personal-stories/,2021-07-16,151,0,"Beginner,Classification,Data Science,Machine Learning,Python"
280,281,indrajith0,https://www.analyticsvidhya.com/blog/2021/07/3-methods-for-implementing-change-data-capture/,2021-07-30,133,0,"Beginner,Data Engineering,Project,Python"
281,282,hitheesh,https://www.analyticsvidhya.com/blog/2021/07/different-types-of-bias-that-arise-during-data-handling/,2021-07-07,128,0,"Advanced,Beginner,Machine Learning"
282,283,Chrisx10,https://www.analyticsvidhya.com/blog/2021/07/numpy-slicing-and-dicing-a-beginners-guide/,2021-07-15,119,1,"Beginner,Image,Libraries,Programming,Python"
283,284,pearl2,https://www.analyticsvidhya.com/blog/2021/07/new-anaphora-and-co-reference-resolution-technique-for-biographies/,2021-07-27,103,0,"Advanced,NLP,Project,Python,Text,Unstructured Data"
